peak_name,text,text_list,peak_loc,text_set,target
Radul,"Radul is a mystical mountain shrouded in legends and myths, captivating the imagination of all who visit.","['Radul', 'is', 'a', 'mystical', 'mountain', 'shrouded', 'in', 'legends', 'and', 'myths', ',', 'captivating', 'the', 'imagination', 'of', 'all', 'who', 'visit', '.']","(0, 5)","[('Radul', 0), ('is', 6), ('a', 9), ('mystical', 11), ('mountain', 20), ('shrouded', 29), ('in', 38), ('legends', 41), ('and', 49), ('myths', 53), (',', 58), ('captivating', 60), ('the', 72), ('imagination', 76), ('of', 88), ('all', 91), ('who', 95), ('visit', 99), ('.', 104)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Velyky Verkh,"Velyky Verkh is a majestic peak that stands tall amidst the surrounding mountain range, offering awe-inspiring views.","['Velyky', 'Verkh', 'is', 'a', 'majestic', 'peak', 'that', 'stands', 'tall', 'amidst', 'the', 'surrounding', 'mountain', 'range', ',', 'offering', 'awe', 'inspiring', 'views', '.']","(0, 12)","[('Velyky', 0), ('Verkh', 7), ('is', 13), ('a', 16), ('majestic', 18), ('peak', 27), ('that', 32), ('stands', 37), ('tall', 44), ('amidst', 49), ('the', 56), ('surrounding', 60), ('mountain', 72), ('range', 81), (',', 86), ('offering', 88), ('awe', 97), ('inspiring', 101), ('views', 111), ('.', 116)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Topas,The majestic peak of Topas offers breathtaking views of the surrounding valleys and forests.,"['The', 'majestic', 'peak', 'of', 'Topas', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'valleys', 'and', 'forests', '.']","(21, 26)","[('The', 0), ('majestic', 4), ('peak', 13), ('of', 18), ('Topas', 21), ('offers', 27), ('breathtaking', 34), ('views', 47), ('of', 53), ('the', 56), ('surrounding', 60), ('valleys', 72), ('and', 80), ('forests', 84), ('.', 91)]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Borshutyk,"Nestled amidst the picturesque landscape, Borshutyk stands tall as a symbol of natural beauty.","['Nestled', 'amidst', 'the', 'picturesque', 'landscape', ',', 'Borshutyk', 'stands', 'tall', 'as', 'a', 'symbol', 'of', 'natural', 'beauty', '.']","(42, 51)","[('Nestled', 0), ('amidst', 8), ('the', 15), ('picturesque', 19), ('landscape', 31), (',', 40), ('Borshutyk', 42), ('stands', 52), ('tall', 59), ('as', 64), ('a', 64), ('symbol', 69), ('of', 76), ('natural', 79), ('beauty', 87), ('.', 93)]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Stanyimir,"Hikers flock to the challenging trails of Stanyimir, where they can conquer its rugged terrain and revel in its panoramic vistas.","['Hikers', 'flock', 'to', 'the', 'challenging', 'trails', 'of', 'Stanyimir', ',', 'where', 'they', 'can', 'conquer', 'its', 'rugged', 'terrain', 'and', 'revel', 'in', 'its', 'panoramic', 'vistas', '.']","(42, 51)","[('Hikers', 0), ('flock', 7), ('to', 13), ('the', 16), ('challenging', 20), ('trails', 32), ('of', 39), ('Stanyimir', 42), (',', 51), ('where', 53), ('they', 59), ('can', 64), ('conquer', 68), ('its', 76), ('rugged', 80), ('terrain', 87), ('and', 95), ('revel', 99), ('in', 105), ('its', 108), ('panoramic', 112), ('vistas', 122), ('.', 128)]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Prybuy,The tranquil slopes of Prybuy lure adventurers seeking solace in the lap of nature.,"['The', 'tranquil', 'slopes', 'of', 'Prybuy', 'lure', 'adventurers', 'seeking', 'solace', 'in', 'the', 'lap', 'of', 'nature', '.']","(23, 29)","[('The', 0), ('tranquil', 4), ('slopes', 13), ('of', 20), ('Prybuy', 23), ('lure', 30), ('adventurers', 35), ('seeking', 47), ('solace', 55), ('in', 62), ('the', 65), ('lap', 69), ('of', 73), ('nature', 76), ('.', 82)]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Roman-Kosh,"Roman-Kosh, with its rugged cliffs and dramatic landscapes, beckons thrill-seekers and nature enthusiasts alike.","['Roman', 'Kosh', ',', 'with', 'its', 'rugged', 'cliffs', 'and', 'dramatic', 'landscapes', ',', 'beckons', 'thrill', 'seekers', 'and', 'nature', 'enthusiasts', 'alike', '.']","(0, 10)","[('Roman', 0), ('Kosh', 6), (',', 10), ('with', 12), ('its', 17), ('rugged', 21), ('cliffs', 28), ('and', 35), ('dramatic', 39), ('landscapes', 48), (',', 58), ('beckons', 60), ('thrill', 68), ('seekers', 75), ('and', 83), ('nature', 87), ('enthusiasts', 94), ('alike', 106), ('.', 111)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kostrych,"Kostrych's enchanting beauty captivates all who venture to its summit, offering a true sense of awe and wonder.","[""Kostrych's"", 'enchanting', 'beauty', 'captivates', 'all', 'who', 'venture', 'to', 'its', 'summit', ',', 'offering', 'a', 'true', 'sense', 'of', 'awe', 'and', 'wonder', '.']","(0, 8)","[(""Kostrych's"", 0), ('enchanting', 11), ('beauty', 22), ('captivates', 29), ('all', 40), ('who', 44), ('venture', 48), ('to', 56), ('its', 59), ('summit', 63), (',', 69), ('offering', 71), ('a', 80), ('true', 82), ('sense', 87), ('of', 93), ('awe', 96), ('and', 100), ('wonder', 104), ('.', 110)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Stefulets Velyky,"Stefulets Velyky presents a challenging ascent, rewarding climbers with awe-inspiring views at every turn.","['Stefulets', 'Velyky', 'presents', 'a', 'challenging', 'ascent', ',', 'rewarding', 'climbers', 'with', 'awe', 'inspiring', 'views', 'at', 'every', 'turn', '.']","(0, 16)","[('Stefulets', 0), ('Velyky', 10), ('presents', 17), ('a', 26), ('challenging', 28), ('ascent', 40), (',', 46), ('rewarding', 48), ('climbers', 58), ('with', 67), ('awe', 72), ('inspiring', 76), ('views', 86), ('at', 92), ('every', 95), ('turn', 101), ('.', 105)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Khom'yak,"Khom'yak stands as a testament to the grandeur and resilience of nature, inviting explorers to uncover its hidden treasures.","[""Khom'yak"", 'stands', 'as', 'a', 'testament', 'to', 'the', 'grandeur', 'and', 'resilience', 'of', 'nature', ',', 'inviting', 'explorers', 'to', 'uncover', 'its', 'hidden', 'treasures', '.']","(0, 8)","[(""Khom'yak"", 0), ('stands', 9), ('as', 16), ('a', 16), ('testament', 21), ('to', 31), ('the', 34), ('grandeur', 38), ('and', 40), ('resilience', 51), ('of', 62), ('nature', 65), (',', 71), ('inviting', 73), ('explorers', 82), ('to', 92), ('uncover', 95), ('its', 103), ('hidden', 107), ('treasures', 114), ('.', 123)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kukul,"The mystical aura surrounding Kukul evokes a sense of wonder and curiosity, drawing adventurers to explore its mystical trails.","['The', 'mystical', 'aura', 'surrounding', 'Kukul', 'evokes', 'a', 'sense', 'of', 'wonder', 'and', 'curiosity', ',', 'drawing', 'adventurers', 'to', 'explore', 'its', 'mystical', 'trails', '.']","(30, 35)","[('The', 0), ('mystical', 4), ('aura', 13), ('surrounding', 18), ('Kukul', 30), ('evokes', 36), ('a', 43), ('sense', 45), ('of', 51), ('wonder', 54), ('and', 61), ('curiosity', 65), (',', 74), ('drawing', 76), ('adventurers', 84), ('to', 96), ('explore', 99), ('its', 107), ('mystical', 111), ('trails', 120), ('.', 126)]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Demir-Kapu,"Demir-Kapu's towering presence commands attention, inviting mountaineers to conquer its formidable heights.","['Demir', ""Kapu's"", 'towering', 'presence', 'commands', 'attention', ',', 'inviting', 'mountaineers', 'to', 'conquer', 'its', 'formidable', 'heights', '.']","(0, 10)","[('Demir', 0), (""Kapu's"", 6), ('towering', 13), ('presence', 22), ('commands', 31), ('attention', 40), (',', 49), ('inviting', 51), ('mountaineers', 60), ('to', 73), ('conquer', 76), ('its', 84), ('formidable', 88), ('heights', 99), ('.', 106)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Zeytysh-Kosh,Zeytysh-Kosh's serene landscapes and gentle slopes provide the perfect backdrop for an idyllic mountain retreat.,"['Zeytysh', ""Kosh's"", 'serene', 'landscapes', 'and', 'gentle', 'slopes', 'provide', 'the', 'perfect', 'backdrop', 'for', 'an', 'idyllic', 'mountain', 'retreat', '.']","(0, 12)","[('Zeytysh', 0), (""Kosh's"", 8), ('serene', 15), ('landscapes', 22), ('and', 23), ('gentle', 37), ('slopes', 44), ('provide', 51), ('the', 59), ('perfect', 63), ('backdrop', 71), ('for', 80), ('an', 84), ('idyllic', 87), ('mountain', 95), ('retreat', 104), ('.', 111)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kemal-Egerec,Kemal-Egerec's rugged beauty and untamed wilderness offer an unforgettable experience for those seeking adventure.,"['Kemal', ""Egerec's"", 'rugged', 'beauty', 'and', 'untamed', 'wilderness', 'offer', 'an', 'unforgettable', 'experience', 'for', 'those', 'seeking', 'adventure', '.']","(0, 12)","[('Kemal', 0), (""Egerec's"", 6), ('rugged', 15), ('beauty', 22), ('and', 29), ('untamed', 33), ('wilderness', 41), ('offer', 52), ('an', 58), ('unforgettable', 61), ('experience', 75), ('for', 86), ('those', 90), ('seeking', 96), ('adventure', 104), ('.', 113)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dadyna,Dadyna's pristine peaks and untouched wilderness create a haven for nature lovers and outdoor enthusiasts.,"[""Dadyna's"", 'pristine', 'peaks', 'and', 'untouched', 'wilderness', 'create', 'a', 'haven', 'for', 'nature', 'lovers', 'and', 'outdoor', 'enthusiasts', '.']","(0, 6)","[(""Dadyna's"", 0), ('pristine', 9), ('peaks', 18), ('and', 24), ('untouched', 28), ('wilderness', 38), ('create', 49), ('a', 52), ('haven', 58), ('for', 64), ('nature', 68), ('lovers', 75), ('and', 82), ('outdoor', 86), ('enthusiasts', 94), ('.', 105)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Eklizi-Burun,Eklizi-Burun's striking cliffs and panoramic vistas offer a glimpse into the raw power and beauty of nature.,"['Eklizi', ""Burun's"", 'striking', 'cliffs', 'and', 'panoramic', 'vistas', 'offer', 'a', 'glimpse', 'into', 'the', 'raw', 'power', 'and', 'beauty', 'of', 'nature', '.']","(0, 12)","[('Eklizi', 0), (""Burun's"", 7), ('striking', 15), ('cliffs', 24), ('and', 31), ('panoramic', 35), ('vistas', 45), ('offer', 52), ('a', 58), ('glimpse', 60), ('into', 68), ('the', 73), ('raw', 77), ('power', 81), ('and', 87), ('beauty', 91), ('of', 98), ('nature', 101), ('.', 107)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kamenets,"Kamenets stands as a testament to the rich geological history of the region, captivating visitors with its ancient allure.","['Kamenets', 'stands', 'as', 'a', 'testament', 'to', 'the', 'rich', 'geological', 'history', 'of', 'the', 'region', ',', 'captivating', 'visitors', 'with', 'its', 'ancient', 'allure', '.']","(0, 8)","[('Kamenets', 0), ('stands', 9), ('as', 16), ('a', 16), ('testament', 21), ('to', 31), ('the', 34), ('rich', 38), ('geological', 43), ('history', 54), ('of', 62), ('the', 65), ('region', 69), (',', 75), ('captivating', 77), ('visitors', 89), ('with', 98), ('its', 103), ('ancient', 107), ('allure', 115), ('.', 121)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Magura-Zhyde,Magura-Zhyde's verdant slopes and cascading waterfalls create a paradise for hikers and nature enthusiasts.,"['Magura', ""Zhyde's"", 'verdant', 'slopes', 'and', 'cascading', 'waterfalls', 'create', 'a', 'paradise', 'for', 'hikers', 'and', 'nature', 'enthusiasts', '.']","(0, 12)","[('Magura', 0), (""Zhyde's"", 7), ('verdant', 15), ('slopes', 23), ('and', 30), ('cascading', 34), ('waterfalls', 44), ('create', 55), ('a', 58), ('paradise', 64), ('for', 73), ('hikers', 77), ('and', 84), ('nature', 88), ('enthusiasts', 95), ('.', 106)]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Rostytska,Rostytska's majestic summit offers a vantage point for capturing awe-inspiring sunrises and sunsets.,"[""Rostytska's"", 'majestic', 'summit', 'offers', 'a', 'vantage', 'point', 'for', 'capturing', 'awe', 'inspiring', 'sunrises', 'and', 'sunsets', '.']","(0, 9)","[(""Rostytska's"", 0), ('majestic', 12), ('summit', 21), ('offers', 28), ('a', 35), ('vantage', 37), ('point', 45), ('for', 51), ('capturing', 55), ('awe', 65), ('inspiring', 69), ('sunrises', 79), ('and', 88), ('sunsets', 92), ('.', 99)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Kostrytsya,Kostrytsya's rugged trails and challenging terrain beckon adventurers to push their limits and embrace the thrill of the climb.,"[""Kostrytsya's"", 'rugged', 'trails', 'and', 'challenging', 'terrain', 'beckon', 'adventurers', 'to', 'push', 'their', 'limits', 'and', 'embrace', 'the', 'thrill', 'of', 'the', 'climb', '.']","(0, 10)","[(""Kostrytsya's"", 0), ('rugged', 13), ('trails', 20), ('and', 27), ('challenging', 31), ('terrain', 43), ('beckon', 51), ('adventurers', 58), ('to', 70), ('push', 73), ('their', 78), ('limits', 84), ('and', 91), ('embrace', 95), ('the', 103), ('thrill', 107), ('of', 114), ('the', 117), ('climb', 121), ('.', 126)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hrebin,Hrebin's undulating ridges and lush meadows provide a serene escape from the hustle and bustle of everyday life.,"[""Hrebin's"", 'undulating', 'ridges', 'and', 'lush', 'meadows', 'provide', 'a', 'serene', 'escape', 'from', 'the', 'hustle', 'and', 'bustle', 'of', 'everyday', 'life', '.']","(0, 6)","[(""Hrebin's"", 0), ('undulating', 9), ('ridges', 20), ('and', 27), ('lush', 31), ('meadows', 36), ('provide', 44), ('a', 52), ('serene', 54), ('escape', 61), ('from', 68), ('the', 73), ('hustle', 77), ('and', 84), ('bustle', 88), ('of', 95), ('everyday', 98), ('life', 107), ('.', 111)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Apetska,Apetska's remote location and untouched wilderness make it a hidden gem for intrepid explorers seeking solitude and tranquility.,"[""Apetska's"", 'remote', 'location', 'and', 'untouched', 'wilderness', 'make', 'it', 'a', 'hidden', 'gem', 'for', 'intrepid', 'explorers', 'seeking', 'solitude', 'and', 'tranquility', '.']","(0, 7)","[(""Apetska's"", 0), ('remote', 10), ('location', 17), ('and', 26), ('untouched', 30), ('wilderness', 40), ('make', 51), ('it', 56), ('a', 59), ('hidden', 61), ('gem', 68), ('for', 72), ('intrepid', 76), ('explorers', 85), ('seeking', 95), ('solitude', 103), ('and', 112), ('tranquility', 116), ('.', 127)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Munchelyk,"Nestled in the heart of the Munchelyk range, this majestic peak offers breathtaking views of the surrounding valleys and forests.","['Nestled', 'in', 'the', 'heart', 'of', 'the', 'Munchelyk', 'range', ',', 'this', 'majestic', 'peak', 'offers', 'breathtaking', 'views', 'of', 'the', 'surrounding', 'valleys', 'and', 'forests', '.']","(28, 37)","[('Nestled', 0), ('in', 8), ('the', 11), ('heart', 15), ('of', 21), ('the', 24), ('Munchelyk', 28), ('range', 38), (',', 43), ('this', 45), ('majestic', 50), ('peak', 59), ('offers', 64), ('breathtaking', 71), ('views', 84), ('of', 90), ('the', 93), ('surrounding', 97), ('valleys', 109), ('and', 117), ('forests', 121), ('.', 128)]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mala,"The Mala summit stands tall, providing a vantage point to witness the beauty of the sprawling landscapes below.","['The', 'Mala', 'summit', 'stands', 'tall', ',', 'providing', 'a', 'vantage', 'point', 'to', 'witness', 'the', 'beauty', 'of', 'the', 'sprawling', 'landscapes', 'below', '.']","(4, 8)","[('The', 0), ('Mala', 4), ('summit', 9), ('stands', 16), ('tall', 23), (',', 27), ('providing', 29), ('a', 39), ('vantage', 41), ('point', 49), ('to', 55), ('witness', 58), ('the', 66), ('beauty', 70), ('of', 77), ('the', 80), ('sprawling', 84), ('landscapes', 94), ('below', 105), ('.', 110)]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Talpach,"Embark on a thrilling adventure as you conquer the rugged trails leading up to the summit of Talpach, where panoramic vistas await.","['Embark', 'on', 'a', 'thrilling', 'adventure', 'as', 'you', 'conquer', 'the', 'rugged', 'trails', 'leading', 'up', 'to', 'the', 'summit', 'of', 'Talpach', ',', 'where', 'panoramic', 'vistas', 'await', '.']","(93, 100)","[('Embark', 0), ('on', 7), ('a', 10), ('thrilling', 12), ('adventure', 22), ('as', 32), ('you', 35), ('conquer', 39), ('the', 47), ('rugged', 51), ('trails', 58), ('leading', 65), ('up', 73), ('to', 76), ('the', 79), ('summit', 83), ('of', 90), ('Talpach', 93), (',', 100), ('where', 102), ('panoramic', 108), ('vistas', 118), ('await', 125), ('.', 130)]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Menchul,"Menchul, with its snow-capped peaks and pristine alpine meadows, is a paradise for nature enthusiasts and avid hikers alike.","['Menchul', ',', 'with', 'its', 'snow', 'capped', 'peaks', 'and', 'pristine', 'alpine', 'meadows', ',', 'is', 'a', 'paradise', 'for', 'nature', 'enthusiasts', 'and', 'avid', 'hikers', 'alike', '.']","(0, 7)","[('Menchul', 0), (',', 7), ('with', 9), ('its', 14), ('snow', 18), ('capped', 23), ('peaks', 30), ('and', 36), ('pristine', 40), ('alpine', 49), ('meadows', 56), (',', 63), ('is', 65), ('a', 68), ('paradise', 70), ('for', 79), ('nature', 83), ('enthusiasts', 90), ('and', 102), ('avid', 106), ('hikers', 111), ('alike', 118), ('.', 123)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Zhupaniya-Bukovynyna,"Explore the hidden gem of Zhupaniya-Bukovynyna, where towering cliffs and cascading waterfalls create a dramatic backdrop.","['Explore', 'the', 'hidden', 'gem', 'of', 'Zhupaniya', 'Bukovynyna', ',', 'where', 'towering', 'cliffs', 'and', 'cascading', 'waterfalls', 'create', 'a', 'dramatic', 'backdrop', '.']","(26, 46)","[('Explore', 0), ('the', 8), ('hidden', 12), ('gem', 19), ('of', 23), ('Zhupaniya', 26), ('Bukovynyna', 36), (',', 46), ('where', 48), ('towering', 54), ('cliffs', 63), ('and', 70), ('cascading', 74), ('waterfalls', 84), ('create', 95), ('a', 98), ('dramatic', 104), ('backdrop', 113), ('.', 121)]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Urya,"The Urya peak offers an unparalleled sense of serenity, as you immerse yourself in the tranquility of the surrounding wilderness.","['The', 'Urya', 'peak', 'offers', 'an', 'unparalleled', 'sense', 'of', 'serenity', ',', 'as', 'you', 'immerse', 'yourself', 'in', 'the', 'tranquility', 'of', 'the', 'surrounding', 'wilderness', '.']","(4, 8)","[('The', 0), ('Urya', 4), ('peak', 9), ('offers', 14), ('an', 21), ('unparalleled', 24), ('sense', 37), ('of', 43), ('serenity', 46), (',', 54), ('as', 56), ('you', 59), ('immerse', 63), ('yourself', 71), ('in', 80), ('the', 83), ('tranquility', 87), ('of', 99), ('the', 102), ('surrounding', 106), ('wilderness', 118), ('.', 128)]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Haboryanska,"Haboryanska is a mountaineer's dream, with its challenging slopes and rugged terrain that test the limits of adventurers.","['Haboryanska', 'is', 'a', ""mountaineer's"", 'dream', ',', 'with', 'its', 'challenging', 'slopes', 'and', 'rugged', 'terrain', 'that', 'test', 'the', 'limits', 'of', 'adventurers', '.']","(0, 11)","[('Haboryanska', 0), ('is', 12), ('a', 15), (""mountaineer's"", 17), ('dream', 31), (',', 36), ('with', 38), ('its', 43), ('challenging', 47), ('slopes', 59), ('and', 66), ('rugged', 70), ('terrain', 77), ('that', 85), ('test', 90), ('the', 95), ('limits', 99), ('of', 106), ('adventurers', 109), ('.', 120)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Latundur,"Latundur, with its jagged ridges and sheer cliffs, is a sight to behold for those seeking an adrenaline-fueled escapade.","['Latundur', ',', 'with', 'its', 'jagged', 'ridges', 'and', 'sheer', 'cliffs', ',', 'is', 'a', 'sight', 'to', 'behold', 'for', 'those', 'seeking', 'an', 'adrenaline', 'fueled', 'escapade', '.']","(0, 8)","[('Latundur', 0), (',', 8), ('with', 10), ('its', 15), ('jagged', 19), ('ridges', 26), ('and', 33), ('sheer', 37), ('cliffs', 43), (',', 49), ('is', 51), ('a', 54), ('sight', 56), ('to', 62), ('behold', 65), ('for', 72), ('those', 76), ('seeking', 82), ('an', 90), ('adrenaline', 93), ('fueled', 104), ('escapade', 111), ('.', 119)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Torgach,"Torgach rewards intrepid explorers with panoramic vistas from its summit, showcasing the vastness of the surrounding landscapes.","['Torgach', 'rewards', 'intrepid', 'explorers', 'with', 'panoramic', 'vistas', 'from', 'its', 'summit', ',', 'showcasing', 'the', 'vastness', 'of', 'the', 'surrounding', 'landscapes', '.']","(0, 7)","[('Torgach', 0), ('rewards', 8), ('intrepid', 16), ('explorers', 25), ('with', 35), ('panoramic', 40), ('vistas', 50), ('from', 57), ('its', 62), ('summit', 66), (',', 72), ('showcasing', 74), ('the', 85), ('vastness', 89), ('of', 98), ('the', 101), ('surrounding', 105), ('landscapes', 117), ('.', 127)]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
